DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
KENDRAPADA,1952,0.0,0.0,55.3,45.4,21.2,224.4,334.9,377.6,216.1,337.8,0.0,0.0,1612.7,0.0,121.9,1153.1,337.8
KENDRAPADA,1954,0.0,8.0,0.0,2.9,14.8,134.4,127.8,238.3,436.8,152.8,0.0,23.0,1138.8,8.0,17.7,937.4,175.7
KENDRAPADA,1955,0.0,0.0,7.6,78.8,58.9,236.3,95.0,392.4,594.3,765.8,195.5,0.0,2424.6,0.0,145.3,1318.0,961.3
KENDRAPADA,1958,11.3,38.1,0.0,138.8,226.1,167.9,628.6,201.5,388.5,0.0,49.4,1161.4,590.0
KENDRAPADA,1964,0.0,131.7,108.6,343.5,326.1,264.8,0.0,1042.9
KENDRAPADA,1967,86.7,0.0,1.5,0.0,318.2,1055.3,0.0,86.7
KENDRAPADA,1970,0.0,69.5,44.8,46.0,78.6,285.9,137.1,374.7,133.2,278.0,0.0,0.0,1447.8,69.5,169.4,930.9,278.0
KENDRAPADA,1971,12.2,38.6,3.1,104.1,111.1,285.1,363.4,556.3,199.4,362.7,0.0,50.8,218.2,1404.3
KENDRAPADA,1973,0.0,0.0,17.0,0.0,50.0,55.5,367.0,353.5,340.2,379.4,25.4,77.0,1665.0,0.0,67.0,1116.2,481.8
KENDRAPADA,1974,0.0,0.0,84.4,0.0,13.1,74.6,121.0,428.4,158.3,91.6,16.7,0.0,988.2,0.0,97.6,782.3,108.3
KENDRAPADA,1975,0.0,10.0,106.3,226.3,139.0,71.3,10.0
KENDRAPADA,1976,12.0,15.0,268.5,198.5,88.6,295.5
KENDRAPADA,1978,113.3,79.1
KENDRAPADA,1979,6.0,126.3,627.8,315.1,160.4,8.5,1229.7
KENDRAPADA,1982,15.0,64.2,95.4,23.7,50.5,306.4,124.0,432.9,122.8,47.1,0.5,0.0,1282.6,79.2,169.7,986.2,47.6
KENDRAPADA,1983,9.5,75.8,35.3,23.5,56.9,136.2,223.3,371.9,231.6,120.4,4.5,0.0,1288.7,85.3,115.6,962.9,124.9
KENDRAPADA,1984,1.0,0.0,0.0,17.5,8.8,207.3,266.0,623.7,113.5,197.0,0.0,0.0,1434.7,1.0,26.3,1210.4,197.0
KENDRAPADA,1985,0.0,115.5,0.0,11.0,49.3,159.9,229.1,540.8,301.5,305.7,0.0,0.0,1712.8,115.5,60.3,1231.3,305.7
KENDRAPADA,1986,15.0,3.0,0.5,24.3,102.1,230.8,190.1,274.5,355.9,194.7,335.9,16.3,1742.9,18.0,126.8,1051.3,546.8
KENDRAPADA,1987,1.5,0.0,55.4,11.1,75.0,148.5,310.5,198.8,114.3,67.3,80.0,2.0,1064.3,1.5,141.5,772.0,149.3
KENDRAPADA,1988,0.0,27.8,13.0,50.0,68.2,324.6,206.0,285.8,371.0,88.4,0.0,0.0,1434.8,27.8,131.2,1187.4,88.4
KENDRAPADA,1989,0.0,0.0,0.0,0.0,274.5,307.0,216.8,259.0,224.3,34.8,0.0,0.0,1316.3,0.0,274.5,1007.0,34.8
KENDRAPADA,1990,0.0,58.9,209.3,64.5,159.3,256.8,170.0,215.8,196.3,268.3,342.8,0.0,1941.6,58.9,433.0,838.8,611.0
KENDRAPADA,1991,6.9,4.0,23.8,63.7,20.2,160.9,489.2,398.6,220.3,364.3,55.4,0.0,1807.4,10.9,107.7,1269.1,419.8
KENDRAPADA,1992,4.1,74.5,0.0,6.0,206.5,123.3,310.3,309.0,237.6,122.5,12.6,0.0,1406.5,78.6,212.5,980.2,135.1
KENDRAPADA,1997,515.0,64.0
KENDRAPADA,2001,0.0,0.0,5.6,2.6,84.1,157.1,329.3,567.9,246.3,24.3,9.2,0.0,1426.4,0.0,92.2,1300.6,33.6
KENDRAPADA,2002,0.0,0.0,5.6,2.6,84.1,157.1,329.3,567.9,246.3,24.3,9.2,0.0,1426.4,0.0,92.2,1300.6,33.6
KENDRAPADA,2003,0.0,0.6,5.5,0.0,15.9,213.4,438.3,395.6,294.2,636.3,0.0,21.2,2021.0,0.6,21.4,1341.5,657.5
KENDRAPADA,2004,0.0,2.8,0.0,14.3,24.0,177.1,241.7,430.0,203.1,290.3,0.0,0.0,1383.2,2.8,38.3,1051.8,290.3
KENDRAPADA,2005,24.3,0.0,17.0,12.8,36.0,77.9,496.8,178.7,469.3,457.8,12.3,0.0,1782.9,24.3,65.8,1222.7,470.2
KENDRAPADA,2006,0.0,0.0,5.6,2.6,84.1,157.1,329.3,567.9,246.3,24.3,9.2,0.0,1426.4,0.0,92.2,1300.6,33.6
KENDRAPADA,2007,0.0,62.6,25.2,2.6,97.1,190.2,206.2,438.6,498.0,110.1,8.3,0.0,1638.8,62.6,124.9,1332.9,118.4
KENDRAPADA,2008,31.4,14.9,5.0,78.9,83.6,431.0,176.0,253.1,510.0,75.0,0.0,0.0,1659.0,46.3,167.5,1370.1,75.0
KENDRAPADA,2009,8.9,0.0,1.0,2.6,184.2,39.6,589.0,175.7,362.6,170.8,34.7,0.0,1568.9,8.9,187.8,1166.8,205.4
KENDRAPADA,2010,0.0,0.0,4.0,0.0,92.3,96.5,225.6,182.1,201.4,380.0,34.6,33.9,1250.4,0.0,96.3,705.7,448.4
DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
KEONJHAR,1901,79.0,167.2,16.8,19.6,133.9,66.8,264.4,360.6,152.7,32.0,29.4,0.0,1322.4,246.2,170.3,844.5,61.4
KEONJHAR,1902,8.9,0.0,4.3,116.6,50.6,180.3,391.0,308.5,119.8,36.8,0.0,39.9,1256.7,8.9,171.5,999.6,76.7
KEONJHAR,1903,55.3,23.3,7.9,14.5,88.9,108.5,387.1,177.7,325.6,287.7,0.0,0.0,1476.5,78.6,111.3,998.9,287.7
KEONJHAR,1904,0.0,23.6,28.7,0.0,51.9,345.0,361.4,333.1,176.6,71.8,0.0,0.0,1392.1,23.6,80.6,1216.1,71.8
KEONJHAR,1905,79.4,35.5,90.3,82.0,109.5,112.2,266.2,105.9,277.7,8.6,0.0,0.0,1167.3,114.9,281.8,762.0,8.6
KEONJHAR,1906,48.7,205.7,62.2,0.0,53.5,201.4,225.3,328.6,410.4,79.6,0.0,10.9,1626.3,254.4,115.7,1165.7,90.5
KEONJHAR,1907,0.0,48.0,89.9,179.1,77.1,68.8,497.5,203.0,0.0,0.0,13.5,48.0,346.1,13.5
KEONJHAR,1908,26.6,0.0,3.0,0.0,54.8,178.6,207.6,529.4,218.6,0.0,0.0,0.0,1218.6,26.6,57.8,1134.2,0.0
KEONJHAR,1909,35.8,35.3,10.2,126.5,176.7,356.2,623.0,245.5,346.3,16.5,0.0,16.5,1988.5,71.1,313.4,1571.0,33.0
KEONJHAR,1910,39.1,0.0,8.6,101.9,48.5,382.6,338.0,199.9,233.6,0.0,0.0,39.1,159.0,1154.1
KEONJHAR,1911,0.0,0.0,34.7,27.0,82.4,284.8,119.8,256.3,226.5,118.7,12.9,0.0,1163.0,0.0,144.0,887.3,131.6
KEONJHAR,1912,4.6,50.0,0.8,64.1,136.4,87.1,302.8,363.2,122.5,97.2,44.5,0.0,1273.0,54.5,201.2,875.6,141.6
KEONJHAR,1913,0.0,106.9,0.0,0.0,75.8,209.5,461.9,244.6,198.7,128.4,63.5,0.0,1489.3,106.9,75.8,1114.7,191.9
KEONJHAR,1914,0.3,48.3,12.8,46.8,171.1,165.7,425.0,190.9,367.5,12.3,0.0,19.0,1459.6,48.5,230.6,1149.2,31.3
KEONJHAR,1915,10.2,0.0,67.8,30.1,154.2,227.5,136.6,163.5,248.3,188.5,128.3,0.0,1355.0,10.2,252.1,776.0,316.8
KEONJHAR,1916,0.5,11.2,0.0,54.8,67.9,361.5,146.9,167.5,179.5,169.4,21.1,0.0,1180.2,11.7,122.7,855.3,190.5
KEONJHAR,1917,0.0,73.3,34.0,3.3,148.1,429.1,237.1,208.4,233.0,336.6,0.0,0.0,1702.9,73.3,185.4,1107.6,336.6
KEONJHAR,1918,0.0,0.5,22.6,50.3,141.4,256.4,137.9,214.1,214.1,2.8,0.8,0.6,1041.5,0.5,214.3,822.4,4.2
KEONJHAR,1919,56.8,76.6,18.8,44.8,155.4,318.2,215.1,404.0,67.8,74.9,63.3,0.0,1495.8,133.4,219.0,1005.2,138.3
KEONJHAR,1920,0.0,13.9,77.1,12.9,52.0,160.6,705.8,422.8,156.6,36.2,0.0,0.0,1637.7,13.9,141.9,1445.8,36.2
KEONJHAR,1921,69.6,0.0,5.7,62.3,30.2,189.9,334.3,262.0,386.1,59.0,0.0,0.0,1399.1,69.6,98.3,1172.3,59.0
KEONJHAR,1922,21.4,0.0,0.0,9.8,77.5,244.1,345.1,276.4,190.9,10.1,13.0,0.0,1188.3,21.4,87.3,1056.6,23.1
KEONJHAR,1923,0.0,130.6,33.6,16.5,61.6,110.5,346.1,370.9,157.2,71.9,24.6,0.0,1323.5,130.6,111.7,984.7,96.5
KEONJHAR,1924,52.6,14.0,0.8,11.7,125.9,143.0,220.6,234.9,164.3,87.9,114.8,0.0,1170.4,66.6,138.3,762.8,202.7
KEONJHAR,1925,6.6,0.0,10.3,100.1,64.9,222.5,441.2,410.8,149.9,208.8,11.7,3.2,1630.0,6.6,175.3,1224.3,223.7
KEONJHAR,1926,32.7,15.4,80.5,16.8,80.1,57.6,348.8,523.9,329.5,90.0,0.0,7.4,1582.7,48.1,177.3,1259.9,97.4
KEONJHAR,1927,4.2,45.0,11.1,13.3,115.4,132.6,874.6,361.7,155.9,96.4,12.8,0.0,1823.0,49.2,139.8,1524.8,109.2
KEONJHAR,1928,9.3,8.4,4.4,86.0,75.1,360.0,557.8,330.9,225.0,148.6,0.6,0.0,1806.1,17.7,165.5,1473.7,149.2
KEONJHAR,1929,19.5,25.3,12.3,43.6,42.4,136.8,627.2,275.1,183.1,219.6,0.0,22.4,1607.2,44.8,98.3,1222.1,242.0
KEONJHAR,1930,0.0,2.5,12.9,19.7,61.1,141.0,268.5,289.3,342.2,53.1,185.0,0.0,1375.1,2.5,93.6,1041.0,238.1
KEONJHAR,1931,19.1,90.0,31.9,0.0,63.2,157.3,298.9,543.7,168.1,249.4,94.2,0.0,1715.7,109.1,95.1,1168.0,343.5
KEONJHAR,1932,0.0,63.3,31.8,41.5,74.7,136.5,403.5,280.0,277.7,71.0,85.0,0.0,1465.1,63.3,148.0,1097.7,156.0
KEONJHAR,1933,29.7,50.7,2.0,15.4,141.2,309.2,444.2,373.1,343.6,117.9,40.3,11.8,1879.0,80.4,158.6,1470.1,169.9
KEONJHAR,1934,0.1,2.8,4.5,23.4,28.7,249.8,472.1,330.6,321.1,66.9,11.3,13.1,1524.4,2.9,56.6,1373.6,91.3
KEONJHAR,1935,5.9,16.7,25.3,64.0,24.0,141.3,552.0,166.0,236.9,0.0,0.0,0.8,1232.9,22.6,113.3,1096.2,0.8
KEONJHAR,1936,7.5,22.3,12.9,9.2,224.4,479.9,252.2,327.6,208.3,127.9,1.3,2.1,1675.6,29.8,246.5,1268.1,131.3
KEONJHAR,1937,0.0,177.1,18.3,36.8,133.6,316.6,446.7,277.9,367.9,75.4,0.0,1.9,1852.0,177.1,188.6,1409.1,77.3
KEONJHAR,1938,30.6,4.6,4.4,16.5,108.2,251.0,295.0,403.2,226.3,156.8,5.3,0.0,1501.7,35.2,129.1,1175.5,162.0
KEONJHAR,1939,8.7,30.0,34.4,42.9,51.5,202.7,409.1,365.4,188.1,248.1,38.7,1.4,1621.0,38.7,128.8,1165.3,288.2
KEONJHAR,1940,0.0,41.7,57.6,37.4,119.1,302.0,754.7,488.9,160.9,24.9,1.8,14.9,2003.8,41.7,214.0,1706.5,41.6
KEONJHAR,1941,41.5,0.0,0.0,22.9,139.8,320.7,476.7,329.3,192.2,103.0,136.4,0.0,1762.5,41.5,162.7,1318.9,239.4
KEONJHAR,1942,4.6,82.5,8.9,85.8,17.7,124.5,496.9,288.0,275.0,18.1,49.5,0.0,1451.5,87.1,112.4,1184.4,67.6
KEONJHAR,1943,106.5,18.5,0.0,108.7,70.4,184.8,390.3,544.9,211.3,11.2,5.1,0.0,1651.7,125.0,179.1,1331.3,16.3
KEONJHAR,1944,134.6,100.9,37.4,40.3,8.1,94.0,531.1,402.5,109.4,326.7,0.0,0.0,1785.0,235.5,85.8,1137.0,326.7
KEONJHAR,1945,19.1,22.4,0.0,24.6,69.2,132.0,489.6,205.3,470.0,115.0,0.0,0.0,1547.2,41.5,93.8,1296.9,115.0
KEONJHAR,1946,0.0,0.0,3.8,368.9,327.5,222.1,343.3,412.0,305.0,146.0,41.8,0.0,2170.4,0.0,700.2,1282.4,187.8
KEONJHAR,1947,46.2,48.0,5.5,10.2,46.8,243.2,326.3,284.6,123.2,93.2,0.0,94.2,62.5,977.3
KEONJHAR,1948,27.5,10.2,38.9,10.2,36.9,71.2,246.0,176.0,194.7,48.4,82.1,0.0,942.1,37.7,86.0,687.9,130.5
KEONJHAR,1949,8.1,61.0,148.3,143.5,173.4,259.8,158.5,143.1,0.0,0.0,217.4,735.2,143.1
KEONJHAR,1950,0.0,20.3,43.6,0.0,153.9,139.8,352.9,364.3,216.7,38.0,150.0,0.0,1479.5,20.3,197.5,1073.7,188.0
KEONJHAR,1952,0.0,5.8,38.8,71.2,62.1,191.1,195.5,297.5,171.8,146.4,0.0,0.0,1180.1,5.8,172.0,855.9,146.4
KEONJHAR,1954,0.0,5.1,18.0,46.7,137.9,139.5,171.4,187.0,335.0,67.5,0.0,48.5,1156.7,5.1,202.6,832.9,116.1
KEONJHAR,1955,0.0,0.2,0.0,1.4,58.1,234.2,181.5,379.3,431.3,315.8,44.4,0.0,1646.2,0.2,59.6,1226.2,360.2
KEONJHAR,1956,1.0,97.8,30.2,1.9,145.1,339.1,285.3,391.6,251.1,82.1,1.9,0.0,1627.1,98.8,177.3,1267.0,84.0
KEONJHAR,1957,17.3,39.2,16.4,6.2,30.1,114.7,280.1,328.2,168.1,47.3,0.0,0.0,1047.7,56.5,52.8,891.1,47.3
KEONJHAR,1958,16.7,61.4,11.9,44.7,50.6,146.3,336.9,250.4,263.7,89.0,32.8,0.0,1304.3,78.0,107.2,997.3,121.8
KEONJHAR,1959,14.8,0.0,0.0,52.5,139.0,250.4,331.4,249.9,280.2,121.8,5.8,0.1,1445.8,14.8,191.5,1111.9,127.7
KEONJHAR,1960,1.8,1.1,68.6,5.8,34.8,190.1,219.9,514.1,309.5,116.1,8.7,18.1,1488.8,2.9,109.2,1233.7,142.9
KEONJHAR,1961,11.8,168.6,7.0,36.7,70.1,284.5,285.9,284.0,564.8,152.6,5.0,0.2,1871.2,180.4,113.8,1419.2,157.8
KEONJHAR,1962,18.0,5.5,61.0,94.3,47.8,100.9,287.1,187.2,180.7,138.1,0.0,4.8,1125.3,23.5,202.9,756.0,142.9
KEONJHAR,1963,0.0,49.5,2.0,91.6,136.0,247.3,352.7,354.7,382.6,139.4,5.4,1.5,1762.7,49.5,229.7,1337.2,146.3
KEONJHAR,1964,1.1,33.8,22.7,46.0,140.9,120.3,322.0,492.7,229.9,78.1,3.5,0.0,1491.1,34.8,209.7,1164.9,81.7
KEONJHAR,1965,1.2,23.9,87.8,111.5,45.8,120.8,522.5,259.9,35.3,0.0,0.0,25.1,245.1,35.3
KEONJHAR,1966,50.8,12.8,0.0,53.0,47.7,264.9,217.1,171.8,160.1,75.1,32.4,1.7,1087.4,63.6,100.7,813.8,109.2
KEONJHAR,1967,81.7,0.0,44.4,55.0,56.1,142.8,234.8,251.0,352.4,12.0,2.9,3.5,1236.7,81.7,155.5,981.1,18.4
KEONJHAR,1968,17.6,18.4,10.0,18.8,48.0,226.6,339.8,336.1,162.0,16.0,1.2,0.0,1194.4,36.0,76.8,1064.5,17.2
KEONJHAR,1969,0.0,0.0,0.0,30.3,134.3,127.1,182.3,365.0,208.0,8.0,30.0,3.0,1088.0,0.0,164.6,882.4,41.0
KEONJHAR,1970,8.6,33.5,69.6,70.8,75.1,219.4,242.1,250.8,215.1,78.5,0.0,0.0,1263.5,42.2,215.5,927.4,78.5
KEONJHAR,1971,19.3,30.3,1.3,100.6,84.1,181.9,312.5,279.8,168.9,238.4,3.2,0.0,1420.2,49.6,185.9,943.1,241.6
KEONJHAR,1972,0.0,9.0,1.0,5.7,17.0,219.7,193.1,338.2,349.9,59.3,0.3,0.0,1193.2,9.0,23.7,1100.9,59.6
KEONJHAR,1973,3.6,3.1,35.5,1.0,150.2,126.9,439.8,283.7,426.7,274.2,20.2,12.4,1777.2,6.8,186.6,1277.1,306.8
KEONJHAR,1974,0.0,0.0,35.5,0.8,57.5,144.3,354.1,332.0,206.3,77.1,6.6,0.0,1214.3,0.0,93.8,1036.7,83.7
KEONJHAR,1975,3.3,21.5,12.4,33.6,37.5,74.6,298.4,547.9,270.5,157.1,0.0,0.0,1456.7,24.8,83.4,1191.3,157.1
KEONJHAR,1976,0.0,0.0,0.3,15.8,10.3,59.6,387.8,218.9,196.7,0.0,44.0,18.2,951.5,0.0,26.4,862.9,62.2
KEONJHAR,1977,14.9,14.9,23.0,28.5,124.4,195.8,251.4,313.3,235.4,48.4,51.0,18.4,1319.3,29.8,175.9,995.8,117.8
KEONJHAR,1978,6.4,42.5,71.0,78.3,43.6,186.7,395.5,407.0,307.0,49.0,192.8,1296.2
KEONJHAR,1979,2.0,9.4,73.8,31.2,142.0,229.2,266.3,162.4,55.8,2.0,13.4,114.4,799.9,71.3
KEONJHAR,1980,8.2,8.8,92.8,22.7,94.1,392.3,334.7,203.3,236.1,70.4,3.8,1.4,1468.7,17.0,209.6,1166.5,75.6
KEONJHAR,1981,10.2,33.4,49.3,60.5,177.8,211.9,249.8,340.0,283.9,26.0,0.2,1.3,1444.2,43.6,287.6,1085.6,27.4
KEONJHAR,1982,8.2,48.4,109.1,57.0,79.0,255.7,184.2,484.8,129.3,15.8,3.6,0.0,1375.0,56.6,245.1,1054.0,19.4
KEONJHAR,1983,0.0,84.0,28.8,67.3,106.9,143.2,263.8,505.2,432.8,117.2,0.0,0.0,1749.1,84.0,203.0,1344.9,117.2
KEONJHAR,1984,11.3,5.8,0.6,39.3,43.9,407.6,308.6,560.4,176.2,133.6,0.0,0.0,1687.3,17.1,83.8,1452.8,133.6
KEONJHAR,1985,26.9,46.8,0.0,28.7,125.2,284.1,271.9,472.8,414.4,292.7,0.0,0.0,1963.5,73.7,153.9,1443.3,292.7
KEONJHAR,1986,56.6,31.7,24.9,51.5,133.6,286.5,338.9,231.9,189.9,150.6,50.6,30.0,1576.6,88.2,210.0,1047.1,231.2
KEONJHAR,1987,6.3,12.0,9.7,50.7,68.4,162.1,298.8,248.6,135.8,44.3,81.5,3.6,1121.6,18.2,128.8,845.2,129.3
KEONJHAR,1988,0.0,122.8,39.9,95.8,67.0,341.4,267.7,356.1,222.7,62.9,2.8,0.0,1579.1,122.9,202.6,1187.9,65.7
KEONJHAR,1989,0.0,0.0,10.8,3.8,112.8,455.1,321.6,434.6,161.7,60.1,0.0,0.4,1561.0,0.0,127.4,1373.1,60.5
KEONJHAR,1990,0.0,23.9,117.6,85.6,120.9,344.3,287.9,386.4,377.6,197.6,123.1,1.8,2066.8,23.9,324.2,1396.2,322.5
KEONJHAR,1991,19.9,5.8,23.7,33.9,48.8,183.8,384.5,457.1,161.8,119.3,22.9,5.8,1467.3,25.7,106.4,1187.3,148.0
KEONJHAR,1992,3.0,14.3,0.4,12.4,111.6,179.4,277.6,296.7,171.4,32.4,0.2,0.0,1099.3,17.2,124.4,925.0,32.6
KEONJHAR,1993,0.0,0.0,18.7,102.8,114.9,301.7,329.7,290.0,305.8,96.5,7.6,0.0,1567.5,0.0,236.3,1227.1,104.1
KEONJHAR,1994,4.8,52.3,5.1,50.9,78.4,287.2,471.0,404.5,228.1,55.9,6.8,0.0,1644.8,57.1,134.3,1390.7,62.7
KEONJHAR,1995,48.6,22.5,11.1,12.4,273.1,146.6,223.1,280.2,282.8,162.1,116.5,0.0,1579.0,71.1,296.6,932.7,278.6
KEONJHAR,1996,18.8,10.4,135.3,35.9,38.8,359.4,241.4,383.8,116.3,38.9,10.9,0.1,1389.9,29.3,210.0,1100.8,49.9
KEONJHAR,1997,15.2,0.7,32.5,139.4,56.6,283.4,239.4,410.8,238.1,64.0,19.9,74.9,1574.9,15.9,228.5,1171.7,158.8
KEONJHAR,1998,61.2,7.2,65.8,68.6,88.6,165.4,215.7,147.3,277.2,158.0,43.5,0.0,1298.6,68.4,223.0,805.6,201.6
KEONJHAR,1999,0.0,0.0,3.7,2.4,270.7,259.3,212.3,382.0,246.8,426.4,5.0,0.0,1808.5,0.0,276.8,1100.3,431.4
KEONJHAR,2000,3.7,39.4,0.5,66.8,142.0,239.8,287.6,227.4,235.6,49.8,7.2,0.0,1299.8,43.1,209.4,990.4,57.0
KEONJHAR,2001,0.4,0.8,78.2,41.0,96.4,229.6,450.6,358.8,120.8,117.5,6.0,0.0,1500.3,1.2,215.7,1159.9,123.5
KEONJHAR,2002,20.6,0.5,16.9,32.8,51.5,178.7,108.9,281.2,227.3,25.8,4.9,0.4,949.5,21.1,101.2,796.1,31.1
KEONJHAR,2003,0.0,26.7,40.2,41.6,64.3,224.0,347.5,231.7,167.1,320.5,16.3,14.0,1493.9,26.7,146.1,970.3,350.8
KEONJHAR,2004,0.8,4.4,3.7,66.1,35.2,202.0,260.6,320.5,140.9,107.9,0.0,0.4,1142.6,5.3,105.0,924.1,108.3
KEONJHAR,2005,15.9,1.5,26.8,37.2,87.5,354.4,442.7,148.3,234.1,259.8,0.3,5.0,1613.5,17.5,151.5,1179.4,265.1
KEONJHAR,2006,0.0,0.0,11.7,31.3,164.0,188.9,299.3,510.7,277.1,43.4,25.5,0.0,1551.9,0.0,207.0,1276.0,68.9
KEONJHAR,2007,2.5,81.3,14.3,43.3,82.3,274.1,427.6,451.6,398.5,22.1,53.4,0.0,1851.1,83.7,139.9,1552.0,75.6
KEONJHAR,2008,57.6,2.0,5.0,24.9,72.0,552.2,323.1,262.9,335.7,10.4,2.0,0.0,1647.8,59.7,101.9,1473.8,12.4
KEONJHAR,2009,0.3,0.0,3.1,0.9,150.6,89.7,440.3,267.6,159.8,154.3,34.3,0.7,1301.5,0.3,154.6,957.3,189.3
KEONJHAR,2010,0.2,0.1,15.6,25.1,118.5,149.2,259.7,240.1,216.7,102.0,8.8,35.3,1171.3,0.3,159.2,865.8,146.1
DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
KHURDA,1901,55.9,52.0,2.5,20.2,54.4,78.8,240.0,256.5,204.5,67.0,159.4,0.0,1191.2,107.9,77.2,779.8,226.4
KHURDA,1902,28.0,0.0,3.7,34.3,51.4,178.8,545.4,383.9,163.1,40.9,5.7,58.0,1493.1,28.0,89.3,1271.2,104.6
KHURDA,1903,0.3,31.0,11.5,6.9,41.7,151.7,385.5,341.0,243.4,280.8,70.4,5.6,1569.8,31.3,60.2,1121.6,356.8
KHURDA,1904,1.0,6.1,19.4,2.2,90.4,205.3,212.6,326.0,236.1,134.3,0.0,4.3,1237.7,7.1,112.0,980.0,138.5
KHURDA,1905,25.6,26.0,57.1,69.7,117.9,52.0,210.3,341.3,276.3,51.6,0.0,0.0,1227.9,51.6,244.8,879.9,51.6
KHURDA,1906,20.2,63.3,14.4,7.5,66.9,151.2,373.4,269.1,198.4,153.2,11.8,10.9,1340.2,83.5,88.8,992.1,175.9
KHURDA,1907,0.0,7.6,24.1,157.5,34.1,165.5,197.1,471.3,101.5,84.3,33.7,42.9,1319.7,7.6,215.8,935.4,161.0
KHURDA,1908,47.4,0.0,4.4,0.0,53.6,265.1,263.9,479.3,259.2,37.4,0.0,0.0,1410.2,47.4,58.0,1267.5,37.4
KHURDA,1909,0.3,23.3,0.1,108.5,43.2,273.0,388.5,267.8,214.3,64.5,2.2,92.0,1477.8,23.6,151.9,1143.6,158.7
KHURDA,1910,4.6,0.0,0.4,12.2,49.7,189.3,348.0,290.8,251.9,182.6,0.8,0.0,1330.4,4.6,62.3,1080.1,183.5
KHURDA,1911,0.0,8.5,12.1,8.6,6.5,257.2,134.8,363.6,299.9,91.0,0.0,0.0,1182.2,8.5,27.3,1055.4,91.0
KHURDA,1912,0.0,37.6,6.3,13.6,10.8,308.3,315.4,356.9,290.6,165.4,57.6,0.0,1562.6,37.6,30.8,1271.3,223.0
KHURDA,1913,0.0,19.2,19.4,4.7,68.3,175.2,410.9,250.8,118.1,203.6,42.8,0.0,1312.8,19.2,92.4,954.9,246.3
KHURDA,1914,0.0,14.6,2.1,64.1,186.7,304.1,282.4,286.0,430.4,14.7,0.0,3.4,1588.5,14.6,252.8,1302.9,18.1
KHURDA,1915,12.7,28.8,16.7,26.3,48.2,160.8,166.9,330.9,234.3,151.3,214.9,0.0,1391.7,41.5,91.2,892.9,366.1
KHURDA,1916,0.0,1.3,0.6,20.9,18.0,342.7,277.6,227.1,211.3,330.1,90.7,0.0,1520.2,1.3,39.5,1058.6,420.8
KHURDA,1917,0.0,150.0,15.9,17.7,64.1,252.4,239.8,308.8,310.8,361.4,20.2,0.2,1741.3,150.0,97.6,1111.8,381.8
KHURDA,1918,0.0,0.0,18.8,32.5,167.3,274.3,273.1,189.3,212.4,10.1,7.1,7.4,1192.6,0.0,218.7,949.2,24.7
KHURDA,1919,70.2,58.1,1.1,32.6,64.4,219.5,324.4,511.6,109.4,133.9,204.0,0.2,1729.4,128.3,98.2,1164.9,338.1
KHURDA,1920,0.0,39.9,76.3,2.6,68.2,187.2,372.3,242.8,198.8,68.5,1.0,0.0,1257.6,39.9,147.1,1001.1,69.5
KHURDA,1921,100.8,2.0,6.1,10.5,10.0,166.8,235.0,205.0,245.4,120.2,0.0,0.0,1101.9,102.9,26.6,852.1,120.2
KHURDA,1922,4.6,1.3,23.0,0.2,39.1,222.5,436.7,265.3,390.7,39.2,41.2,0.0,1463.8,5.9,62.3,1315.2,80.4
KHURDA,1923,0.0,98.9,2.8,2.6,27.7,129.4,236.0,214.4,339.4,244.0,148.6,3.0,1446.7,98.9,33.1,919.2,395.6
KHURDA,1924,21.5,15.6,0.0,5.6,112.8,49.7,185.0,253.3,259.7,141.7,262.5,0.0,1307.4,37.1,118.4,747.6,404.2
KHURDA,1925,0.0,0.0,1.2,38.3,79.1,461.9,376.8,262.3,168.5,296.8,3.0,14.7,1702.6,0.0,118.7,1269.5,314.5
KHURDA,1926,16.0,11.0,89.4,29.9,61.1,70.8,156.1,441.5,274.4,178.6,0.0,0.0,1328.9,27.0,180.3,942.9,178.6
KHURDA,1927,1.1,4.9,5.2,6.2,60.0,174.8,241.2,446.2,243.3,100.2,9.5,0.0,1292.6,6.0,71.4,1105.5,109.7
KHURDA,1928,0.0,3.6,2.0,56.9,75.5,242.0,362.6,256.3,291.8,315.2,5.4,0.0,1611.3,3.6,134.5,1152.6,320.6
KHURDA,1929,15.1,37.1,0.0,19.2,22.3,170.5,261.2,397.6,228.0,239.6,0.0,9.2,1399.9,52.2,41.5,1057.3,248.8
KHURDA,1930,0.0,16.5,5.7,31.9,57.7,206.3,282.0,303.4,332.8,52.7,203.5,0.0,1492.5,16.5,95.3,1124.5,256.2
KHURDA,1931,0.0,43.2,2.9,13.8,73.1,41.4,262.6,485.3,231.0,225.9,63.7,2.0,1444.9,43.2,89.8,1020.3,291.6
KHURDA,1932,0.0,19.2,10.1,13.5,73.0,79.3,446.8,236.6,288.7,28.6,274.1,0.0,1470.0,19.2,96.6,1051.4,302.8
